name,lat,lon,region,tortuosity_ratio,horizon_exposure,enclosedness_rays,enclosedness_combined,flushing_rate
AK-FS-017,56.0782,-132.9483,AK-FS,1.817350803717759,0.027777777777777776,0.9722222222222222,0.6904488120405509,0.26835441472877586
AK-FS-022,55.8105,-133.4207,AK-FS,1.9894272872400987,0.0,1.0,0.7473568218100246,0.22453524720628107
AK-OC-024,55.7534,-133.7173,AK-OC,1.3881352327048047,0.2916666666666667,0.7083333333333333,0.4512004748428678,0.4525756343709919
AK-OC-023,55.8476,-133.9481,AK-OC,1.2022683887596948,0.3472222222222222,0.6527777777777778,0.3769559860788126,0.5097438907193144
AK-OC-022,55.8753,-134.3518,AK-OC,1.17278113171716,0.5416666666666666,0.45833333333333337,0.27236194959595666,0.5902812988111135
AK-FS-008,56.467,-134.1843,AK-FS,2.3168184703551145,0.041666666666666664,0.9583333333333334,0.8083712842554454,0.1775541111233071
AK-FS-016,56.1532,-134.0826,AK-FS,1.4529348839592138,0.05555555555555555,0.9444444444444444,0.5854559432120257,0.3491989237267402
AK-FS-013,56.3181,-133.9453,AK-FS,1.8129674219206149,0.0,1.0,0.7032418554801537,0.2585037712802816
AK-FS-007,56.4943,-133.8684,AK-FS,2.0034033687894843,0.0,1.0,0.7508508421973711,0.22184485150802427
AK-FS-006,56.5443,-133.7283,AK-FS,1.8790483124339914,0.05555555555555555,0.9444444444444444,0.69198430033072,0.2671720887453456
AK-FS-014,56.2662,-134.3106,AK-FS,1.6433982871727646,0.20833333333333334,0.7916666666666666,0.5566829051265245,0.3713541630525761
